id1,Symbol,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
33035,UNF,[unifirst],[unifirst],Unifirst Corporation,Unifirst Corporation Common Stock,1.0
41881,PRU,"[prudential,financial]","[prudential,financial]",PRUDENTIAL FINANCIAL,Prudential Financial Inc. Common Stock,1.0
10101,NCR,[ncr],[ncr],NCR Corporation,NCR Corporation Common Stock,1.0
1243,DXCM,[dexcom],[dexcom],Dexcom,DexCom Inc. Common Stock,1.0
1255,ULTA,"[ulta,beauty]","[ulta,beauty]",Ulta Beauty,Ulta Beauty Inc. Common Stock,1.0
14670,TROW,"[t,rowe,price]","[t,rowe,price]","T. Rowe Price Group, Inc.",T. Rowe Price Group Inc. Common Stock,1.0
32764,RRC,"[range,resources]","[range,resources]",Range Resources,Range Resources Corporation Common Stock,1.0
11190,WDC,"[western,digital]","[western,digital]","Western Digital, LLC",Western Digital Corporation Common Stock,1.0
43463,GXO,"[gxo,logistics]","[gxo,logistics]",GXO Logistics,GXO Logistics Inc. Common Stock,1.0
6508,BIOL,[biolase],[biolase],"BIOLASE, Inc.",Biolase Inc. Common Stock,1.0
40134,JPM,"[jp,morgan,chase]","[jp,morgan,chase]",JP Morgan Chase & Co,JP Morgan Chase & Co. Common Stock,1.0
43282,ABBV,[abbvie],[abbvie],AbbVie Inc.,AbbVie Inc. Common Stock,1.0
42677,HLTH,"[cue,health]","[cue,health]",Cue Health Inc.,Cue Health Inc. Common Stock,1.0
40591,FMC,[fmc],[fmc],FMC Corporation,FMC Corporation Common Stock,1.0
12,RAIL,"[freightcar,america]","[freightcar,america]",FreightCar America,FreightCar America Inc. Common Stock,1.0
9350,INGR,"[ingredion,incorporated]","[ingredion,incorporated]",Ingredion Incorporated,Ingredion Incorporated Common Stock,1.0
12584,VIAV,"[viavi,solutions]","[viavi,solutions]",Viavi Solutions Inc.,Viavi Solutions Inc. Common Stock,1.0
18232,WWD,[woodward],[woodward],"Woodward, Inc",Woodward Inc. Common Stock,1.0
37765,T,"[at,t]","[at,t]",AT&T Corporation,AT&T Inc.,1.0
17982,DLA,"[delta,apparel]","[delta,apparel]","Delta Apparel, Inc",Delta Apparel Inc. Common Stock,1.0
36666,JACK,"[jack,in,box]","[jack,in,box]","Jack in the Box, Inc.",Jack In The Box Inc. Common Stock,1.0
37657,RAIL,"[freightcar,america]","[freightcar,america]","FreightCar America, Inc.",FreightCar America Inc. Common Stock,1.0
32966,CMS,"[cms,energy]","[cms,energy]",CMS Energy,CMS Energy Corporation Common Stock,1.0
3957,HWM,"[howmet,aerospace]","[howmet,aerospace]",HOWMET Aerospace,Howmet Aerospace Inc. Common Stock,1.0
19370,TEX,[terex],[terex],TEREX Corporation,Terex Corporation Common Stock,1.0
36000,SWN,"[southwestern,energy]","[southwestern,energy]",Southwestern Energy Co.,Southwestern Energy Company Common Stock,1.0
36839,CMA,"[comerica,incorporated]","[comerica,incorporated]",Comerica Incorporated,Comerica Incorporated Common Stock,1.0
39992,ACCO,"[acco,brands]","[acco,brands]",ACCO Brands,Acco Brands Corporation Common Stock,1.0
44097,FL,"[foot,locker]","[foot,locker]","Foot Locker, Inc.",Foot Locker Inc.,1.0
36069,FET,"[forum,energy,technologies]","[forum,energy,technologies]",Forum Energy Technologies,Forum Energy Technologies Inc. Common Stock,1.0
44262,SAVE,"[spirit,airlines]","[spirit,airlines]","Spirit Airlines, Inc.",Spirit Airlines Inc. Common Stock,1.0
19302,PBI,"[pitney,bowes]","[pitney,bowes]",Pitney Bowes,Pitney Bowes Inc. Common Stock,1.0
41252,BK,"[bank,of,new,york,mellon]","[bank,of,new,york,mellon]",The Bank of New York Mellon,The Bank of New York Mellon Corporation Common Stock,1.0
9109,UEIC,"[universal,electronics]","[universal,electronics]","Universal Electronics, Inc.",Universal Electronics Inc. Common Stock,1.0
1251,INVH,"[invitation,homes]","[invitation,homes]",Invitation Homes,Invitation Homes Inc. Common Stock,1.0
41336,T,"[at,t]","[at,t]",AT&T Corp,AT&T Inc.,1.0
21101,CNDT,"[conduent,incorporated]","[conduent,incorporated]",Conduent Incorporated,Conduent Incorporated Common Stock,1.0
44161,URI,"[united,rentals]","[united,rentals]",United Rentals,United Rentals Inc. Common Stock,1.0
9248,ENTG,[entegris],[entegris],"Entegris, Inc.",Entegris Inc. Common Stock,1.0
7279,HON,"[honeywell,international]","[honeywell,international]",Honeywell International Inc.,Honeywell International Inc. Common Stock,1.0
20145,GM,"[general,motors]","[general,motors]","General Motors, LLC",General Motors Company Common Stock,1.0
11070,PPG,"[ppg,industries]","[ppg,industries]",PPG Industries,PPG Industries Inc. Common Stock,1.0
5747,EOLS,[evolus],[evolus],"Evolus, Inc.",Evolus Inc. Common Stock,1.0
9072,KMI,"[kinder,morgan]","[kinder,morgan]","Kinder Morgan, Inc.",Kinder Morgan Inc. Common Stock,1.0
16691,MHK,"[mohawk,industries]","[mohawk,industries]","Mohawk, Industries",Mohawk Industries Inc. Common Stock,1.0
17902,CRD/A,[crawford],[crawford],Crawford & Company,Crawford & Company,1.0
43219,JBL,[jabil],[jabil],"Jabil, Inc.",Jabil Inc. Common Stock,1.0
8158,AVNS,"[avanos,medical]","[avanos,medical]","Avanos Medical, Inc.",Avanos Medical Inc. Common Stock,1.0
3539,JBL,[jabil],[jabil],Jabil Inc,Jabil Inc. Common Stock,1.0
3207,VVI,[viad],[viad],Viad Corp,Viad Corp Common Stock,1.0
36154,AVT,[avnet],[avnet],Avnet,Avnet Inc. Common Stock,1.0
3914,ANF,"[abercrombie,fitch]","[abercrombie,fitch]",Abercrombie & Fitch Co.,Abercrombie & Fitch Company Common Stock,1.0
39704,JWN,[nordstrom],[nordstrom],Nordstrom Inc.,Nordstrom Inc. Common Stock,1.0
9480,AME,[ametek],[ametek],AMETEK Inc.,AMETEK Inc.,1.0
21756,SHW,"[sherwin,williams]","[sherwin,williams]",The Sherwin-Williams Company,Sherwin-Williams Company (The) Common Stock,1.0
41980,SCHW,"[charles,schwab]","[charles,schwab]",CHARLES SCHWAB,Charles Schwab Corporation (The) Common Stock,1.0
43030,NEXI,[neximmune],[neximmune],"NexImmune, Inc.",NexImmune Inc. Common Stock,1.0
7491,CAKE,"[cheesecake,factory,incorporated]","[cheesecake,factory,incorporated]",The Cheesecake Factory Incorporated,Cheesecake Factory Incorporated (The) Common Stock,1.0
8370,DVA,[davita],[davita],DaVita Inc.,DaVita Inc. Common Stock,1.0
16929,TKR,[timken],[timken],Timken Co,Timken Company (The) Common Stock,1.0
2202,NEWR,"[new,relic]","[new,relic]","New Relic, Inc.",New Relic Inc. Common Stock,1.0
20567,DDS,"[dillard,s]","[dillard,s]",Dillard's Inc.,Dillard's Inc. Common Stock,1.0
11936,LAUR,"[laureate,education]","[laureate,education]",Laureate Education Inc,Laureate Education Inc. Common Stock,1.0
39925,TGT,[target],[target],Target Corporation,Target Corporation Common Stock,1.0
41835,CIEN,[ciena],[ciena],CIENA,Ciena Corporation Common Stock,1.0
7094,BJRI,"[bj,s,restaurants]","[bj,s,restaurants]","BJ's Restaurants, Inc",BJ's Restaurants Inc. Common Stock,1.0
2205,REAL,[realreal],[realreal],The RealReal,The RealReal Inc. Common Stock,1.0
42687,HRTX,"[heron,therapeutics]","[heron,therapeutics]","Heron Therapeutics, Inc.",Heron Therapeutics Inc. Common Stock,1.0
43976,CSGP,[costar],[costar],"CoStar Group, Inc.",CoStar Group Inc. Common Stock,1.0
14239,ABG,"[asbury,automotive]","[asbury,automotive]","Asbury Automotive Group, Inc.",Asbury Automotive Group Inc Common Stock,1.0
18439,ASRT,"[assertio,holdings]","[assertio,holdings]","Assertio Holdings, Inc.",Assertio Holdings Inc. Common Stock,1.0
30495,GT,"[goodyear,tire,rubber]","[goodyear,tire,rubber]",The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company Common Stock,1.0
4978,SCHL,[scholastic],[scholastic],SCHOLASTIC,Scholastic Corporation Common Stock,1.0
9895,MOH,"[molina,healthcare]","[molina,healthcare]","Molina Healthcare, Inc.",Molina Healthcare Inc Common Stock,1.0
16318,K,[kellogg],[kellogg],Kellogg,Kellogg Company Common Stock,1.0
18104,DENN,"[denny,s]","[denny,s]",Denny's,Denny's Corporation Common Stock,1.0
1868,M,"[macy,s]","[macy,s]",Macy's Inc.,Macy's Inc Common Stock,1.0
19107,SRT,[startek],[startek],STARTEK,StarTek Inc. Common Stock,1.0
31959,TOL,"[toll,brothers]","[toll,brothers]",Toll Brothers Inc,Toll Brothers Inc. Common Stock,1.0
32578,FLS,[flowserve],[flowserve],Flowserve,Flowserve Corporation Common Stock,1.0
39874,INTC,[intel],[intel],Intel Corporation,Intel Corporation Common Stock,1.0
41831,AAL,"[american,airlines]","[american,airlines]",AMERICAN AIRLINES,American Airlines Group Inc. Common Stock,1.0
421,LPX,"[louisiana,pacific]","[louisiana,pacific]",LOUISIANA-PACIFIC CORP.,Louisiana-Pacific Corporation Common Stock,1.0
43675,MMSI,"[merit,medical,systems]","[merit,medical,systems]","Merit Medical Systems, Inc.",Merit Medical Systems Inc. Common Stock,1.0
9446,QCOM,"[qualcomm,incorporated]","[qualcomm,incorporated]",Qualcomm Incorporated,QUALCOMM Incorporated Common Stock,1.0
10941,ADSK,[autodesk],[autodesk],"Autodesk, Inc.",Autodesk Inc. Common Stock,1.0
15841,MHK,"[mohawk,industries]","[mohawk,industries]","Mohawk Industries, Inc.",Mohawk Industries Inc. Common Stock,1.0
16813,PPC,"[pilgrim,s,pride]","[pilgrim,s,pride]",Pilgrim's Pride,Pilgrim's Pride Corporation Common Stock,1.0
19183,GIS,"[general,mills]","[general,mills]",General Mills,General Mills Inc. Common Stock,1.0
22562,SAVE,"[spirit,airlines]","[spirit,airlines]",Spirit Airlines,Spirit Airlines Inc. Common Stock,1.0
25617,PFE,[pfizer],[pfizer],Pfizer,Pfizer Inc. Common Stock,1.0
32843,PFG,"[principal,financial]","[principal,financial]",Principal Financial Group,Principal Financial Group Inc Common Stock,1.0
42030,OGN,[organon],[organon],ORGANON,Organon & Co. Common Stock,1.0
40200,HAIN,"[hain,celestial]","[hain,celestial]","The Hain Celestial Group, Inc",Hain Celestial Group Inc. (The) Common Stock,1.0
41862,PFE,[pfizer],[pfizer],PFIZER,Pfizer Inc. Common Stock,1.0
37036,TSN,"[tyson,foods]","[tyson,foods]",Tyson Foods,Tyson Foods Inc. Common Stock,1.0
8299,ILMN,[illumina],[illumina],"Illumina, Inc.",Illumina Inc. Common Stock,1.0
8622,DVAX,"[dynavax,technologies]","[dynavax,technologies]",Dynavax Technologies Corporation,Dynavax Technologies Corporation Common Stock,1.0
28537,WRK,[westrock],[westrock],WestRock,Westrock Company Common Stock,1.0
339,SAIC,"[science,applications,international]","[science,applications,international]",SCIENCE APPLICATIONS INTERNATIONAL CORP.,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,1.0
43906,PSX,"[phillips,66]","[phillips,66]",Phillips 66,Phillips 66 Common Stock,1.0
5596,JAKK,"[jakks,pacific]","[jakks,pacific]","JAKKS Pacific, Inc.",JAKKS Pacific Inc. Common Stock,1.0
11754,PFE,[pfizer],[pfizer],Pfizer Inc.,Pfizer Inc. Common Stock,1.0
17725,HVT,"[haverty,furniture,companies]","[haverty,furniture,companies]","Haverty Furniture Companies, Inc.",Haverty Furniture Companies Inc. Common Stock,1.0
28251,GS,"[goldman,sachs]","[goldman,sachs]","Goldman, Sachs & Co.",Goldman Sachs Group Inc. (The) Common Stock,1.0
32898,NLS,[nautilus],[nautilus],Nautilus,Nautilus Inc. Common Stock,1.0
39550,CAG,"[conagra,brands]","[conagra,brands]","Conagra Brands, Inc.",ConAgra Brands Inc. Common Stock,1.0
41388,EL,"[estee,lauder,companies]","[estee,lauder,companies]",ESTEE LAUDER COMPANIES,Estee Lauder Companies Inc. (The) Common Stock,1.0
43718,TXMD,[therapeuticsmd],[therapeuticsmd],TherapeuticsMD,TherapeuticsMD Inc. Common Stock,1.0
10661,LC,[lendingclub],[lendingclub],LendingClub Corporation,LendingClub Corporation Common Stock,1.0
1238,THC,"[tenet,healthcare]","[tenet,healthcare]",TENET Healthcare Corp.,Tenet Healthcare Corporation Common Stock,1.0
12900,MCK,[mckesson],[mckesson],McKesson Corporation,McKesson Corporation Common Stock,1.0
21811,CTAS,[cintas],[cintas],Cintas Corporation,Cintas Corporation Common Stock,1.0
31992,LOW,"[lowe,s,companies]","[lowe,s,companies]","Lowe's Companies, Inc.",Lowe's Companies Inc. Common Stock,1.0
9182,JBL,[jabil],[jabil],Jabil Inc.,Jabil Inc. Common Stock,1.0
12172,TROW,"[t,rowe,price]","[t,rowe,price]",T. Rowe Price,T. Rowe Price Group Inc. Common Stock,1.0
16818,HD,"[home,depot]","[home,depot]",The Home Depot,Home Depot Inc. (The) Common Stock,1.0
43877,CRM,[salesforce],[salesforce],"Salesforce, Inc.",Salesforce Inc. Common Stock,1.0
10982,VSEC,[vse],[vse],VSE Corporation,VSE Corporation Common Stock,1.0
14840,BKD,"[brookdale,senior,living]","[brookdale,senior,living]","Brookdale Senior Living, Inc",Brookdale Senior Living Inc. Common Stock,1.0
24937,PLUG,"[plug,power]","[plug,power]",Plug Power,Plug Power Inc. Common Stock,1.0
41053,HCSG,"[healthcare,services]","[healthcare,services]",Healthcare Services Group,Healthcare Services Group Inc. Common Stock,1.0
44175,BBBY,"[bed,bath,beyond]","[bed,bath,beyond]",Bed Bath & Beyond,Bed Bath & Beyond Inc. Common Stock,1.0
11835,HRL,"[hormel,foods]","[hormel,foods]",HORMEL FOODS CORPORATION,Hormel Foods Corporation Common Stock,1.0
22180,GD,"[general,dynamics]","[general,dynamics]",General Dynamics,General Dynamics Corporation Common Stock,1.0
38184,JWN,[nordstrom],[nordstrom],"Nordstrom, Inc",Nordstrom Inc. Common Stock,1.0
39719,ANF,"[abercrombie,fitch]","[abercrombie,fitch]",Abercrombie & Fitch,Abercrombie & Fitch Company Common Stock,1.0
10433,HPE,"[hewlett,packard,enterprise]","[hewlett,packard,enterprise]",Hewlett Packard Enterprise,Hewlett Packard Enterprise Company Common Stock,1.0
157,PPC,"[pilgrim,s,pride]","[pilgrim,s,pride]",PILGRIM'S PRIDE,Pilgrim's Pride Corporation Common Stock,1.0
16004,MTZ,[mastec],[mastec],Mastec,MasTec Inc. Common Stock,1.0
24100,GPS,[gap],[gap],Gap,Gap Inc. (The) Common Stock,1.0
38792,WHR,[whirlpool],[whirlpool],Whirlpool Corporation,Whirlpool Corporation Common Stock,1.0
12871,LNC,"[lincoln,national]","[lincoln,national]",Lincoln National Corporation,Lincoln National Corporation Common Stock,1.0
16138,CAT,[caterpillar],[caterpillar],"Caterpillar, Inc.",Caterpillar Inc. Common Stock,1.0
16736,ROK,"[rockwell,automation]","[rockwell,automation]",Rockwell Automation,Rockwell Automation Inc. Common Stock,1.0
19897,WRK,[westrock],[westrock],Westrock,Westrock Company Common Stock,1.0
21694,SP,"[sp,plus]","[sp,plus]",SP Plus Corporation,SP Plus Corporation Common Stock,1.0
32353,FISV,[fiserv],[fiserv],"Fiserv, Inc.",Fiserv Inc. Common Stock,1.0
32872,AMWD,"[american,woodmark]","[american,woodmark]",American Woodmark,American Woodmark Corporation Common Stock,1.0
41657,NYT,"[new,york,times]","[new,york,times]",NEW YORK TIMES,New York Times Company (The) Common Stock,1.0
41815,ABC,[amerisourcebergen],[amerisourcebergen],AMERISOURCEBERGEN,AmerisourceBergen Corporation Common Stock,1.0
43408,ADVM,"[adverum,biotechnologies]","[adverum,biotechnologies]","Adverum Biotechnologies, Inc.",Adverum Biotechnologies Inc. Common Stock,1.0
15533,ABG,"[asbury,automotive]","[asbury,automotive]",Asbury Automotive,Asbury Automotive Group Inc Common Stock,1.0
17043,TA,"[travelcenters,of,america]","[travelcenters,of,america]",Travelcenters Of America,TravelCenters of America Inc. Common Stock,1.0
3178,DLA,"[delta,apparel]","[delta,apparel]","Delta Apparel, Inc.",Delta Apparel Inc. Common Stock,1.0
32612,SD,"[sandridge,energy]","[sandridge,energy]",SandRidge Energy,SandRidge Energy Inc. Common Stock,1.0
38049,SRT,[startek],[startek],StarTek,StarTek Inc. Common Stock,1.0
40009,MOH,"[molina,healthcare]","[molina,healthcare]",Molina Healthcare Inc.,Molina Healthcare Inc Common Stock,1.0
2051,JNJ,"[johnson,johnson]","[johnson,johnson]",Johnson & Johnson,Johnson & Johnson Common Stock,1.0
33462,CVGI,"[commercial,vehicle]","[commercial,vehicle]",Commercial Vehicle Group Inc.,Commercial Vehicle Group Inc. Common Stock,1.0
36269,SD,"[sandridge,energy]","[sandridge,energy]","Sandridge Energy, Inc.",SandRidge Energy Inc. Common Stock,1.0
34160,EXPE,[expedia],[expedia],"Expedia Group, Inc.",Expedia Group Inc. Common Stock,1.0
20417,MMS,[maximus],[maximus],Maximus,Maximus Inc. Common Stock,1.0
37541,ACM,[aecom],[aecom],AECOM,AECOM Common Stock,1.0
22761,WMT,[walmart],[walmart],"Walmart, Inc.",Walmart Inc. Common Stock,1.0
38617,AMGN,[amgen],[amgen],Amgen,Amgen Inc. Common Stock,1.0
42733,AFIB,"[acutus,medical]","[acutus,medical]","Acutus Medical, Inc.",Acutus Medical Inc. Common Stock,1.0
864,CTAS,[cintas],[cintas],CINTAS CORPORATION,Cintas Corporation Common Stock,1.0
14628,WU,"[western,union]","[western,union]","Western Union, LLC",Western Union Company (The) Common Stock,1.0
36420,LXRX,"[lexicon,pharmaceuticals]","[lexicon,pharmaceuticals]","Lexicon Pharmaceuticals, Inc.",Lexicon Pharmaceuticals Inc. Common Stock,1.0
43217,FORM,[formfactor],"[formfactor,formfactor]",FormFactor,FormFactor Inc. FormFactor Inc. Common Stock,1.0
44185,TREX,[trex],[trex],Trex Company,Trex Company Inc. Common Stock,1.0
8217,MCD,"[mcdonald,s]","[mcdonald,s]",McDonald's,McDonald's Corporation Common Stock,1.0
10916,CRC,"[california,resources]","[california,resources]",California Resources Corporation,California Resources Corporation Common Stock,1.0
11747,FARM,"[farmer,brothers]","[farmer,brothers]",Farmer Brothers,Farmer Brothers Company Common Stock,1.0
16497,WEN,"[wendy,s]","[wendy,s]",The Wendy's Company,Wendy's Company (The) Common Stock,1.0
43383,NVTA,[invitae],[invitae],Invitae Corporation,Invitae Corporation Common Stock,1.0
13018,BMY,"[bristol,myers,squibb]","[bristol,myers,squibb]",Bristol-Myers Squibb,Bristol-Myers Squibb Company Common Stock,1.0
26854,C,[citigroup],[citigroup],Citigroup Inc.,Citigroup Inc. Common Stock,1.0
33568,BLMN,"[bloomin,brands]","[bloomin,brands]",Bloomin Brands,Bloomin' Brands Inc. Common Stock,1.0
35360,RCM,"[r1,rcm]","[r1,rcm]",R1 RCM Inc.,R1 RCM Inc. Common Stock,1.0
16711,CTAS,[cintas],[cintas],Cintas,Cintas Corporation Common Stock,1.0
25423,CMI,[cummins],[cummins],Cummins Inc.,Cummins Inc. Common Stock,1.0
36962,LC,[lendingclub],[lendingclub],LendingClub,LendingClub Corporation Common Stock,1.0
38880,MSFT,[microsoft],[microsoft],Microsoft,Microsoft Corporation Common Stock,1.0
38952,WY,[weyerhaeuser],[weyerhaeuser],Weyerhaeuser Company,Weyerhaeuser Company Common Stock,1.0
39913,BDX,"[becton,dickinson,and]","[becton,dickinson,and]","Becton, Dickinson and Company",Becton Dickinson and Company Common Stock,1.0
8934,DECK,"[deckers,outdoor]","[deckers,outdoor]",Deckers Outdoor Corporation,Deckers Outdoor Corporation Common Stock,1.0
9573,GE,"[general,electric]","[general,electric]",General Electric Company,General Electric Company Common Stock,1.0
1786,WFC,"[wells,fargo]","[wells,fargo]",Wells Fargo Company,Wells Fargo & Company Common Stock,1.0
20214,HHS,"[harte,hanks]","[harte,hanks]",Harte Hanks,Harte-Hanks Inc. Common Stock,1.0
15351,CAR,"[avis,budget]","[avis,budget]",Avis Budget Group,Avis Budget Group Inc. Common Stock,1.0
3662,LUV,"[southwest,airlines]","[southwest,airlines]",Southwest Airlines,Southwest Airlines Company Common Stock,1.0
44136,SQZ,"[sqz,biotechnologies]","[sqz,biotechnologies]",SQZ Biotechnologies Company,SQZ Biotechnologies Company Common Stock,1.0
9997,BBY,"[best,buy]","[best,buy]",Best Buy,Best Buy Co. Inc. Common Stock,1.0
16146,CNXC,[concentrix],[concentrix],Concentrix Corporation,Concentrix Corporation Common Stock,1.0
16433,CLW,"[clearwater,paper]","[clearwater,paper]",Clearwater Paper,Clearwater Paper Corporation Common Stock,1.0
24114,COF,"[capital,one,financial]","[capital,one,financial]",Capital One Financial,Capital One Financial Corporation Common Stock,1.0
33762,ABG,"[asbury,automotive]","[asbury,automotive]",Asbury Automotive Group,Asbury Automotive Group Inc Common Stock,1.0
36823,DVN,"[devon,energy]","[devon,energy]",Devon Energy Corporation,Devon Energy Corporation Common Stock,1.0
37266,AAP,"[advance,auto,parts]","[advance,auto,parts]",Advance Auto Parts,Advance Auto Parts Inc.,1.0
19322,BTU,"[peabody,energy]","[peabody,energy]",Peabody Energy,Peabody Energy Corporation Common Stock,1.0
21972,WOR,"[worthington,industries]","[worthington,industries]",Worthington Industries,Worthington Industries Inc. Common Stock,1.0
32646,HAL,[halliburton],[halliburton],Halliburton,Halliburton Company Common Stock,1.0
3732,HWM,"[howmet,aerospace]","[howmet,aerospace]",Howmet Aerospace,Howmet Aerospace Inc. Common Stock,1.0
39436,RAD,"[rite,aid]","[rite,aid]",Rite Aid,Rite Aid Corporation Common Stock,1.0
39895,XRAY,"[dentsply,sirona]","[dentsply,sirona]",Dentsply Sirona,DENTSPLY SIRONA Inc. Common Stock,1.0
41107,BMY,"[bristol,myers,squibb]","[bristol,myers,squibb]",Bristol Myers Squibb,Bristol-Myers Squibb Company Common Stock,1.0
41977,BMY,"[bristol,myers,squibb]","[bristol,myers,squibb]",BRISTOL MYERS SQUIBB,Bristol-Myers Squibb Company Common Stock,1.0
8315,SIEN,[sientra],[sientra],"Sientra, Inc.",Sientra Inc. Common Stock,1.0
8870,TSLA,[tesla],[tesla],"Tesla, Inc.",Tesla Inc. Common Stock,1.0
11231,INTU,[intuit],[intuit],Intuit Inc.,Intuit Inc. Common Stock,1.0
13014,M,"[macy,s]","[macy,s]",Macy's,Macy's Inc Common Stock,1.0
16512,NOC,"[northrop,grumman]","[northrop,grumman]",Northrop Grumman,Northrop Grumman Corporation Common Stock,1.0
22102,LMT,"[lockheed,martin]","[lockheed,martin]",Lockheed Martin,Lockheed Martin Corporation Common Stock,1.0
29414,GS,"[goldman,sachs]","[goldman,sachs]","Goldman, Sachs & Co. LLC",Goldman Sachs Group Inc. (The) Common Stock,1.0
3188,T,"[at,t]","[at,t]",AT&T CORP.,AT&T Inc.,1.0
32987,CLS,[celestica],[celestica],Celestica,Celestica Inc. Common Stock,1.0
43860,HLTH,"[cue,health]","[cue,health]",Cue Health,Cue Health Inc. Common Stock,1.0
9746,BSX,"[boston,scientific]","[boston,scientific]",Boston Scientific Corporation,Boston Scientific Corporation Common Stock,1.0
12535,CMG,"[chipotle,mexican,grill]","[chipotle,mexican,grill]",Chipotle Mexican Grill,Chipotle Mexican Grill Inc. Common Stock,1.0
43671,SEE,"[sealed,air]","[sealed,air]",Sealed Air Corporation,Sealed Air Corporation Common Stock,1.0
41141,PLCE,"[children,s,place]","[children,s,place]",The Children's Place,Children's Place Inc. (The) Common Stock,1.0
16594,MHK,"[mohawk,industries]","[mohawk,industries]",Mohawk Industries,Mohawk Industries Inc. Common Stock,1.0
1697,WFC,"[wells,fargo]","[wells,fargo]",Wells Fargo,Wells Fargo & Company Common Stock,1.0
17641,CAT,[caterpillar],[caterpillar],Caterpillar,Caterpillar Inc. Common Stock,1.0
18026,BAC,"[bank,of,america]","[bank,of,america]",Bank Of America,Bank of America Corporation Common Stock,1.0
19079,PH,"[parker,hannifin]","[parker,hannifin]",Parker Hannifin Corporation,Parker-Hannifin Corporation Common Stock,1.0
20597,BA,[boeing],[boeing],The Boeing Company,Boeing Company (The) Common Stock,1.0
22805,LEA,[lear],[lear],Lear Corporation,Lear Corporation Common Stock,1.0
23220,TMO,"[thermo,fisher,scientific]","[thermo,fisher,scientific]",Thermo Fisher Scientific,Thermo Fisher Scientific Inc Common Stock,1.0
37438,NSC,"[norfolk,southern]","[norfolk,southern]",Norfolk Southern,Norfolk Southern Corporation Common Stock,1.0
38540,BA,[boeing],[boeing],Boeing,Boeing Company (The) Common Stock,1.0
38999,CVGI,"[commercial,vehicle]","[commercial,vehicle]","Commercial Vehicle Group, Inc.",Commercial Vehicle Group Inc. Common Stock,1.0
43336,ATRA,"[atara,biotherapeutics]","[atara,biotherapeutics]",Atara Biotherapeutics,Atara Biotherapeutics Inc. Common Stock,1.0
43350,HCI,[hci],[hci],"HCI, LLC",HCI Group Inc. Common Stock,1.0
9668,TSN,"[tyson,foods]","[tyson,foods]","Tyson Foods, Inc.",Tyson Foods Inc. Common Stock,1.0
10446,NTAP,[netapp],[netapp],"NetApp, Inc.",NetApp Inc. Common Stock,1.0
1096,GES,[guess],[guess],"Guess?, Inc",Guess? Inc. Common Stock,1.0
11838,ARMK,[aramark],[aramark],ARAMARK,Aramark Common Stock,1.0
1248,TSLA,[tesla],[tesla],Tesla,Tesla Inc. Common Stock,1.0
138,KMT,[kennametal],[kennametal],KENNAMETAL,Kennametal Inc. Common Stock,1.0
17448,AVY,"[avery,dennison]","[avery,dennison]",Avery Dennison,Avery Dennison Corporation Common Stock,1.0
19664,GCI,[gannett],[gannett],"Gannett, Inc",Gannett Co. Inc. Common Stock,1.0
21939,CIEN,[ciena],[ciena],Ciena Corporation,Ciena Corporation Common Stock,1.0
26653,PFE,[pfizer],[pfizer],"Pfizer, Inc.",Pfizer Inc. Common Stock,1.0
37072,BAC,"[bank,of,america]","[bank,of,america]",Bank of America,Bank of America Corporation Common Stock,1.0
37350,SYY,[sysco],[sysco],Sysco,Sysco Corporation Common Stock,1.0
43267,JWN,[nordstrom],[nordstrom],Nordstrom,Nordstrom Inc. Common Stock,1.0
19193,PH,"[parker,hannifin]","[parker,hannifin]",Parker Hannifin Corp.,Parker-Hannifin Corporation Common Stock,1.0
19544,BWA,[borgwarner],[borgwarner],BorgWarner,BorgWarner Inc. Common Stock,1.0
33668,CENX,"[century,aluminum]","[century,aluminum]",Century Aluminum,Century Aluminum Company Common Stock,1.0
43613,CVGI,"[commercial,vehicle]","[commercial,vehicle]",Commercial Vehicle Group,Commercial Vehicle Group Inc. Common Stock,1.0
44717,CHRD,"[chord,energy]","[chord,energy]",Chord Energy,Chord Energy Corporation Common Stock,1.0
17592,GT,"[goodyear,tire,rubber]","[goodyear,tire,rubber]",Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company Common Stock,1.0
19946,MOD,"[modine,manufacturing]","[modine,manufacturing]",Modine Manufacturing,Modine Manufacturing Company Common Stock,1.0
20775,IP,"[international,paper]","[international,paper]",International Paper,International Paper Company Common Stock,1.0
20858,BA,[boeing],[boeing],Boeing Co.,Boeing Company (The) Common Stock,1.0
24663,MTB,"[m,t,bank]","[m,t,bank]",M&T Bank Corporation,M&T Bank Corporation Common Stock,1.0
32810,AAL,"[american,airlines]","[american,airlines]",American Airlines,American Airlines Group Inc. Common Stock,1.0
38027,SRT,[startek],[startek],"StarTek, Inc.",StarTek Inc. Common Stock,1.0
11386,INTU,[intuit],[intuit],"Intuit, Inc.",Intuit Inc. Common Stock,1.0
16946,T,"[at,t]","[at,t]",At&t,AT&T Inc.,1.0
19814,EFX,[equifax],[equifax],"Equifax, Inc.",Equifax Inc. Common Stock,1.0
21255,BBBY,"[bed,bath,beyond]","[bed,bath,beyond]","Bed, Bath & Beyond",Bed Bath & Beyond Inc. Common Stock,1.0
