,Symbol,Company,Year,Quarter,Number of Workers,Number of Layoffs,statement_date,revenue,costOfRevenue,grossProfit,grossProfitRatio,ResearchAndDevelopmentExpenses,GeneralAndAdministrativeExpenses,SellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,EBITDA,EBITDARatio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,EPS,EPSDiluted,weightedAverageShsOut,weightedAverageShsOutDil,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferrredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,netIncome_cash-flow-statement,depreciationAndAmortization_cash-flow-statement,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory_cash-flow-statement,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivites,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,employee_count,industry,new_cases,new_cases_smoothed,new_cases_per_million,new_deaths,new_deaths_smoothed,new_deaths_per_million
217,SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,2020,2,45,1,2020-08-01,380989000.0,251896000.0,129093000.0,0.338836554336214,0.0,0.0,0.0,0.0,83606000.0,335502000.0,1017000.0,5347000.0,50834000.0,0.133426424384956,45487000.0,0.119391898453761,-1017000.0,44470000.0,0.116722530046799,12009000.0,32461000.0,0.0852019349640016,0.75,0.73,43537000.0,44368000.0,12288000.0,0.0,12288000.0,551000.0,296765000.0,16469000.0,326073000.0,319004000.0,1496000.0,207000.0,1703000.0,0.0,0.0,0.0,320707000.0,0.0,646780000.0,128054000.0,38712000.0,15479000.0,32405000.0,58171000.0,272821000.0,227752000.0,0.0,3470000.0,0.0,231222000.0,0.0,504043000.0,436000.0,54360000.0,-100903000.0,188844000.0,142737000.0,646780000.0,0.0,266464000.0,254176000.0,32461000.0,5347000.0,-54000.0,818000.0,67957000.0,30000.0,6355000.0,41020000.0,11855000.0,7938000.0,114467000.0,-3746000.0,-2420000.0,0.0,0.0,0.0,-6166000.0,-123220000.0,0.0,2000.0,0.0,5115000.0,-118103000.0,0.0,-9802000.0,12288000.0,22090000.0,114467000.0,-3746000.0,110721000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
218,SPWR,SunPower Corporation Common Stock,2021,1,172,1,2021-04-04,306398000.0,256524000.0,49874000.0,0.1627752139374277,5015000.0,0.0,0.0,-3087000.0,49672000.0,306196000.0,7965000.0,2849000.0,-42795000.0,-0.1396712772276581,-3338000.0,-0.0108943269864685,-51384000.0,-54722000.0,-0.1785977715259238,-5224000.0,-48385000.0,-0.1579155216417861,-0.28,-0.28,171200000.0,171200000.0,213105000.0,325380000.0,538485000.0,239711000.0,230694000.0,92757000.0,1101647000.0,157843000.0,0.0,0.0,298000.0,254763000.0,0.0,80220000.0,493124000.0,0.0,1594771000.0,156552000.0,170709000.0,23056000.0,60385000.0,89990000.0,500692000.0,551525000.0,64352000.0,10671000.0,106668000.0,733216000.0,0.0,1233908000.0,172000.0,-2133239000.0,8897000.0,2483827000.0,359657000.0,1593565000.0,580143000.0,722234000.0,509129000.0,-49498000.0,2849000.0,-3901000.0,5437000.0,-35063000.0,4114000.0,-8271000.0,0.0,-13461000.0,39793000.0,-40383000.0,-2599000.0,0.0,0.0,1200000.0,0.0,-1399000.0,-44789000.0,0.0,-2118000.0,0.0,71323000.0,24416000.0,0.0,-17367000.0,229437000.0,246804000.0,-40383000.0,-2599000.0,-42982000.0,0.0,Solar,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
219,SWK,Stanley Black & Decker Inc. Common Stock,2020,2,119,1,2020-06-27,3147400000.0,2134700000.0,1012700000.0,0.3217576412276799,0.0,0.0,0.0,105900000.0,818900000.0,2953600000.0,57300000.0,144700000.0,323100000.0,0.1026561606405287,165900000.0,0.0527101734765203,-54800000.0,111100000.0,0.0352989769333418,-117300000.0,238400000.0,0.0757450594141195,1.52,1.52,153330000.0,154154000.0,859800000.0,0.0,859800000.0,1719400000.0,2753400000.0,436900000.0,5769500000.0,2024400000.0,9805200000.0,4106400000.0,13911600000.0,0.0,0.0,1278900000.0,17214900000.0,0.0,22984400000.0,2117400000.0,706200000.0,0.0,0.0,1754700000.0,4578300000.0,4658700000.0,0.0,599700000.0,3182100000.0,8440500000.0,0.0,13018800000.0,442300000.0,6924500000.0,-2040600000.0,3133300000.0,9959500000.0,22978300000.0,0.0,5364900000.0,4505100000.0,238700000.0,144700000.0,0.0,0.0,-44900000.0,0.0,0.0,0.0,-44900000.0,-10300000.0,328200000.0,0.0,400000.0,-7100000.0,16600000.0,-66700000.0,-56800000.0,-3800000.0,756700000.0,-300000.0,-105800000.0,-1038300000.0,-391500000.0,-1600000.0,-121700000.0,876600000.0,998300000.0,328200000.0,-64500000.0,263700000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
220,SWK,Stanley Black & Decker Inc. Common Stock,2020,3,81,1,2020-09-26,3850200000.0,2473900000.0,1376300000.0,0.3574619500285699,0.0,0.0,0.0,81900000.0,813200000.0,3287100000.0,52700000.0,145300000.0,671300000.0,0.1743545789829099,520300000.0,0.1351358370993714,-50700000.0,469600000.0,0.1219676899901303,78400000.0,394900000.0,0.1025661004623136,2.47,2.44,156370000.0,157971000.0,683000000.0,0.0,683000000.0,1764200000.0,2874700000.0,465100000.0,5787000000.0,2005900000.0,9887000000.0,4069000000.0,13956000000.0,0.0,0.0,1292000000.0,17253900000.0,0.0,23040900000.0,2345300000.0,6300000.0,0.0,0.0,1870200000.0,4221800000.0,4658500000.0,0.0,590100000.0,3191200000.0,8439800000.0,0.0,12661600000.0,442300000.0,7200400000.0,-1961100000.0,3191300000.0,10372900000.0,23034500000.0,0.0,4664800000.0,3981800000.0,395200000.0,145300000.0,0.0,0.0,140700000.0,0.0,0.0,0.0,140700000.0,-4000000.0,677200000.0,0.0,1400000.0,-1000000.0,0.0,-64200000.0,-63800000.0,0.0,42500000.0,-1900000.0,-119000000.0,-731800000.0,-810200000.0,16300000.0,-180500000.0,696100000.0,876600000.0,677200000.0,-62100000.0,615100000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
221,SYY,Sysco Corporation Common Stock,2020,2,128,1,2020-06-27,8866564000.0,7300909000.0,1565655000.0,0.1765796761857242,0.0,0.0,0.0,2097235000.0,2097235000.0,9398144000.0,164269000.0,271804000.0,-300172000.0,-0.033854376960455,-531580000.0,-0.059953325775351,-204665000.0,-736245000.0,-0.0830361118467086,-117826000.0,-618419000.0,-0.0697473113598458,-1.22,-1.22,508296452.0,508296452.0,6059427000.0,0.0,6059427000.0,3001557000.0,3095085000.0,192163000.0,12348232000.0,5062183000.0,3732469000.0,780171000.0,4512640000.0,0.0,194115000.0,511095000.0,10280033000.0,1000.0,22628266000.0,3447065000.0,1651561000.0,2938000.0,0.0,1616289000.0,6717853000.0,13425981000.0,0.0,86601000.0,1204953000.0,14717535000.0,0.0,21435388000.0,765175000.0,10563008000.0,-1710881000.0,-8458689000.0,1158613000.0,22594001000.0,0.0,15077542000.0,9018115000.0,-618419000.0,271804000.0,-46184000.0,-21708000.0,573780000.0,0.0,611954000.0,-480282000.0,36637000.0,380938000.0,540211000.0,-116558000.0,0.0,0.0,3067000.0,17172000.0,-96319000.0,-1090988000.0,0.0,0.0,-228256000.0,4696366000.0,3377122000.0,-9991000.0,3811023000.0,6095570000.0,2284547000.0,540211000.0,-116558000.0,423653000.0,57000.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
222,T,AT&T Inc.,2020,3,92,3,2020-09-30,42340000000.0,19839000000.0,22501000000.0,0.5314359943316013,0.0,0.0,0.0,7030000000.0,16296000000.0,36135000000.0,1972000000.0,7030000000.0,12584000000.0,0.297213037316958,6205000000.0,0.146551724137931,-2271000000.0,3934000000.0,0.0929145016532829,766000000.0,2816000000.0,0.0665092111478507,0.39,0.39,7147000000.0,7173000000.0,9758000000.0,0.0,9758000000.0,19379000000.0,0.0,20834000000.0,49971000000.0,153268000000.0,143688000000.0,153744000000.0,297432000000.0,2325000000.0,0.0,35557000000.0,488582000000.0,0.0,538553000000.0,42728000000.0,5898000000.0,1336000000.0,5862000000.0,3741000000.0,59565000000.0,175036000000.0,0.0,60448000000.0,48448000000.0,283932000000.0,0.0,343497000000.0,7621000000.0,55094000000.0,649000000.0,112189000000.0,175553000000.0,519050000000.0,0.0,180934000000.0,171176000000.0,3168000000.0,7030000000.0,1595000000.0,0.0,-3746000000.0,-201000000.0,0.0,0.0,131000000.0,4076000000.0,12123000000.0,0.0,-322000000.0,0.0,0.0,-3126000000.0,-3448000000.0,-22549000000.0,4000000.0,-3000000.0,-3741000000.0,10432000000.0,-15857000000.0,0.0,-7182000000.0,9849000000.0,17031000000.0,12123000000.0,-3911000000.0,8212000000.0,230000.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
223,TA,TravelCenters of America Inc. Common Stock,2020,2,27,1,2020-06-30,986103000.0,648461000.0,337642000.0,0.3424003374900999,0.0,101055000.0,0.0,0.0,326831000.0,975292000.0,7233000.0,28254000.0,38698000.0,0.0392433650440167,10811000.0,0.0109633577831119,-7568000.0,3243000.0,0.003288703107079,1087000.0,2124000.0,0.0021539332098168,0.26,0.26,7944000.0,7944000.0,142786000.0,0.0,142786000.0,118511000.0,162710000.0,26915000.0,450922000.0,2623891000.0,22213000.0,19321000.0,41534000.0,0.0,0.0,84210000.0,2749635000.0,0.0,3200557000.0,146566000.0,108627000.0,0.0,0.0,160415000.0,415608000.0,337903000.0,0.0,0.0,1888761000.0,2226664000.0,0.0,2642272000.0,8000.0,-143622000.0,-190000.0,700619000.0,556815000.0,3199087000.0,0.0,446530000.0,303744000.0,2124000.0,28254000.0,757000.0,0.0,107744000.0,56590000.0,6458000.0,41700000.0,35314000.0,-4449000.0,134430000.0,-10912000.0,0.0,0.0,0.0,-685000.0,-11597000.0,0.0,0.0,0.0,0.0,-350000.0,-350000.0,-15000.0,122468000.0,142786000.0,20318000.0,134430000.0,-10912000.0,123518000.0,13150.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
224,TAP,Molson Coors Beverage Company Class B Common Stock,2020,4,462,1,2020-12-31,2294300000.0,1399100000.0,895200000.0,0.3901843699603365,0.0,0.0,0.0,0.0,648300000.0,2047400000.0,-64800000.0,207100000.0,-1190900000.0,-0.5190689970797193,-1282700000.0,-0.5590812012378503,-54600000.0,-1337300000.0,-0.58287930959334,36600000.0,-1369800000.0,-0.5970448502811315,-6.31244,-6.30083,217000000.0,217400000.0,770100000.0,0.0,770100000.0,687100000.0,664300000.0,297300000.0,2418800000.0,4250300000.0,6151000000.0,13556100000.0,19707100000.0,0.0,0.0,954900000.0,24912300000.0,0.0,27331100000.0,1732700000.0,1067200000.0,257600000.0,0.0,852100000.0,3909600000.0,7208200000.0,0.0,2381600000.0,1210400000.0,10800200000.0,0.0,14709800000.0,522200000.0,6544200000.0,-1167800000.0,6466400000.0,12365000000.0,27074800000.0,0.0,8275400000.0,7505300000.0,-1373900000.0,207100000.0,36600000.0,6200000.0,-79900000.0,0.0,0.0,0.0,0.0,1406400000.0,202500000.0,-118400000.0,0.0,0.0,0.0,156100000.0,37700000.0,-5400000.0,0.0,0.0,0.0,-223700000.0,-229100000.0,27700000.0,38800000.0,770100000.0,731300000.0,202500000.0,-118400000.0,84100000.0,17000.0,,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
225,TCS,Container Store (The) Common Stock,2020,2,33,1,2020-06-27,151686000.0,73447000.0,78239000.0,0.5157957886686971,0.0,87097000.0,0.0,9767000.0,96864000.0,170311000.0,4950000.0,8949000.0,-9669000.0,-0.0637435228036865,-18618000.0,-0.1227403979272971,-4950000.0,-23568000.0,-0.1553736007278193,-6898000.0,-16670000.0,-0.1098980789262028,-0.34,-0.34,48389205.0,48389205.0,63508000.0,0.0,63508000.0,28760000.0,109182000.0,22867000.0,224317000.0,453415000.0,202815000.0,225100000.0,427915000.0,0.0,2411000.0,2403000.0,886144000.0,0.0,1110461000.0,51656000.0,66961000.0,13297000.0,23589000.0,37963000.0,193466000.0,597608000.0,0.0,45053000.0,11304000.0,653965000.0,0.0,847431000.0,485000.0,-575817000.0,-28970000.0,867332000.0,263030000.0,1110461000.0,0.0,664569000.0,601061000.0,-16670000.0,8949000.0,-7178000.0,832000.0,39119000.0,204000.0,16085000.0,0.0,11411000.0,562000.0,25614000.0,-3913000.0,0.0,0.0,0.0,6000.0,-3907000.0,-37027000.0,0.0,0.0,0.0,10934000.0,-26093000.0,139000.0,-4247000.0,63508000.0,67755000.0,25614000.0,-3913000.0,21701000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
226,TDC,Teradata Corporation Common Stock,2020,4,85,1,2020-12-31,491000000.0,207000000.0,284000000.0,0.5784114052953157,88000000.0,0.0,0.0,0.0,271000000.0,478000000.0,6000000.0,46000000.0,55000000.0,0.1120162932790224,13000000.0,0.0264765784114052,-10000000.0,3000000.0,0.0061099796334012,-2000000.0,5000000.0,0.010183299389002,0.05,0.04,109100000.0,112000000.0,529000000.0,0.0,529000000.0,405000000.0,29000000.0,81000000.0,1044000000.0,377000000.0,401000000.0,0.0,401000000.0,0.0,222000000.0,149000000.0,1149000000.0,0.0,2193000000.0,50000000.0,134000000.0,33000000.0,499000000.0,236000000.0,952000000.0,411000000.0,38000000.0,6000000.0,386000000.0,841000000.0,0.0,1793000000.0,1000000.0,-1114000000.0,-143000000.0,1656000000.0,400000000.0,2193000000.0,0.0,545000000.0,16000000.0,5000000.0,46000000.0,34000000.0,22000000.0,-51000000.0,0.0,-15000000.0,0.0,-50000000.0,0.0,56000000.0,-10000000.0,0.0,0.0,0.0,-1000000.0,-11000000.0,-33000000.0,0.0,-25000000.0,0.0,2000000.0,-56000000.0,10000000.0,-1000000.0,533000000.0,534000000.0,56000000.0,-11000000.0,45000000.0,7543.0,Software—Infrastructure,134353.27173913043,129908.33697826088,397.1542608695652,1541.7934782608695,1481.576043478261,4.5575978260869565
227,TGT,Target Corporation Common Stock,2021,2,37,1,2021-07-31,25160000000.0,17280000000.0,7880000000.0,0.3131955484896661,0.0,0.0,0.0,564000000.0,5413000000.0,22693000000.0,104000000.0,633000000.0,3107000000.0,0.1234896661367249,2467000000.0,0.0980524642289348,-97000000.0,2370000000.0,0.0941971383147853,553000000.0,1817000000.0,0.0722178060413354,3.68,3.65,493100000.0,497500000.0,7368000000.0,0.0,7368000000.0,0.0,11259000000.0,1604000000.0,20231000000.0,29747000000.0,0.0,0.0,0.0,0.0,0.0,1407000000.0,31154000000.0,0.0,51385000000.0,12632000000.0,1190000000.0,0.0,0.0,5600000000.0,19422000000.0,14051000000.0,0.0,1146000000.0,1906000000.0,17103000000.0,0.0,36525000000.0,41000000.0,9200000000.0,-713000000.0,6332000000.0,14860000000.0,51385000000.0,0.0,15241000000.0,7873000000.0,1817000000.0,633000000.0,-27000000.0,59000000.0,-236000000.0,0.0,-720000000.0,894000000.0,809000000.0,37000000.0,2283000000.0,0.0,0.0,0.0,0.0,-807000000.0,-807000000.0,-51000000.0,0.0,-1540000000.0,-336000000.0,3000000.0,-1924000000.0,0.0,-448000000.0,7368000000.0,7816000000.0,2283000000.0,-798000000.0,1485000000.0,0.0,Discount Stores,35160.42857142857,36779.50389010989,103.9358021978022,523.8351648351648,540.9042307692308,1.5484285714285717
228,TJX,TJX Companies Inc. (The) Common Stock,2021,1,84,1,2021-05-01,10086661000.0,7255635000.0,2831026000.0,0.280670283258256,0.0,0.0,0.0,0.0,2064992000.0,9320627000.0,45900000.0,215379000.0,982625000.0,0.0974182635859379,766034000.0,0.0759452508615091,-44688000.0,721346000.0,0.0715148452000122,187416000.0,533930000.0,0.0529342663543466,0.44273,0.44,1206386746.0,1221517000.0,8775485000.0,0.0,8775485000.0,685388000.0,5114643000.0,440533000.0,15016049000.0,14189452000.0,99324000.0,0.0,99324000.0,0.0,135765000.0,860844000.0,15285385000.0,0.0,30301434000.0,4433295000.0,1650574000.0,286455000.0,0.0,3536637000.0,9906961000.0,13188093000.0,0.0,33930000.0,1033236000.0,14255259000.0,0.0,24162220000.0,1206387000.0,5192536000.0,-581184000.0,321475000.0,6139214000.0,30301434000.0,0.0,14838667000.0,6063182000.0,533930000.0,215379000.0,-16181000.0,50536000.0,-1167856000.0,-156999000.0,-750553000.0,-410244000.0,0.0,-48535000.0,-432727000.0,-225293000.0,0.0,-7345000.0,7733000.0,0.0,-224905000.0,-750000000.0,36539000.0,0.0,-315215000.0,-24426000.0,-1053102000.0,16649000.0,-1694085000.0,8775485000.0,10469570000.0,-432727000.0,-225293000.0,-658020000.0,0.0,,116989.85555555556,120848.29998888887,345.8272666666667,2236.0666666666666,2291.7285555555554,6.609944444444444
229,TLF,Tandy Leather Factory Inc. Common Stock,2020,2,14,1,2020-06-30,9146000.0,3903000.0,5243000.0,0.573256068226547,0.0,0.0,0.0,7580000.0,7580000.0,11483000.0,0.0,940000.0,-1355000.0,-0.148152197682047,-2346000.0,-0.256505576208178,51000.0,-2295000.0,-0.25092936802974,-520000.0,-1775000.0,-0.194073912092718,-0.2,-0.2,9042991.0,9042991.0,9414000.0,4614000.0,14028000.0,2903000.0,30931000.0,1520000.0,49382000.0,25239000.0,0.0,7000.0,7000.0,0.0,648000.0,354000.0,26248000.0,0.0,75630000.0,5002000.0,3737000.0,0.0,0.0,1981000.0,10720000.0,11003000.0,0.0,0.0,806000.0,11809000.0,0.0,22529000.0,25000.0,58698000.0,-1297000.0,-4325000.0,53101000.0,75630000.0,0.0,14740000.0,5326000.0,-1775000.0,940000.0,44000.0,183000.0,-6645000.0,-148000.0,-1652000.0,-2273000.0,-576000.0,145000.0,-7108000.0,-101000.0,0.0,0.0,4610000.0,0.0,4509000.0,0.0,0.0,0.0,0.0,402000.0,402000.0,188000.0,-2009000.0,9414000.0,11423000.0,-7108000.0,-101000.0,-7209000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
230,TMUS,T-Mobile US Inc. Common Stock,2020,2,591,3,2020-06-30,17671000000.0,6765000000.0,10906000000.0,0.617169373549884,0.0,5604000000.0,0.0,4064000000.0,9668000000.0,16433000000.0,839000000.0,4064000000.0,5015000000.0,0.2837983136211872,820000000.0,0.0464037122969837,-1028000000.0,-208000000.0,-0.0117706977533812,2000000.0,110000000.0,0.0062248882349612,0.09,0.09,1236528444.0,1236528444.0,11076000000.0,0.0,11076000000.0,6573000000.0,1549000000.0,5123000000.0,24321000000.0,59335000000.0,10910000000.0,88908000000.0,99818000000.0,0.0,0.0,3725000000.0,162878000000.0,0.0,187199000000.0,4960000000.0,10257000000.0,1242000000.0,1185000000.0,5547000000.0,23191000000.0,67489000000.0,0.0,9996000000.0,23527000000.0,101012000000.0,0.0,124203000000.0,0.0,-7839000000.0,-1658000000.0,72493000000.0,62996000000.0,187199000000.0,0.0,77746000000.0,66670000000.0,110000000.0,4064000000.0,98000000.0,259000000.0,-4619000000.0,-498000000.0,-553000000.0,0.0,937000000.0,865000000.0,777000000.0,-2257000000.0,-5000000000.0,0.0,0.0,901000000.0,-6356000000.0,-29845000000.0,17290000000.0,-16990000000.0,0.0,45173000000.0,15628000000.0,0.0,10049000000.0,11161000000.0,1112000000.0,777000000.0,-3002000000.0,-2225000000.0,0.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
231,TMUS,T-Mobile US Inc. Common Stock,2020,3,344,2,2020-09-30,19272000000.0,7681000000.0,11591000000.0,0.601442507264425,0.0,0.0,0.0,4150000000.0,9026000000.0,16707000000.0,809000000.0,4150000000.0,6619000000.0,0.3434516396845164,2565000000.0,0.1330946450809464,-905000000.0,1660000000.0,0.0861353258613532,407000000.0,1253000000.0,0.065016604400166,1.01,1.0,1238450665.0,1249798740.0,6571000000.0,0.0,6571000000.0,7415000000.0,1931000000.0,3548000000.0,19465000000.0,69604000000.0,10906000000.0,88551000000.0,99457000000.0,0.0,0.0,3917000000.0,172978000000.0,0.0,192443000000.0,3862000000.0,8421000000.0,1386000000.0,1078000000.0,5093000000.0,19840000000.0,63056000000.0,0.0,10373000000.0,34687000000.0,108116000000.0,0.0,127956000000.0,0.0,-6586000000.0,-1621000000.0,72694000000.0,64487000000.0,192443000000.0,0.0,71477000000.0,64906000000.0,1253000000.0,4150000000.0,335000000.0,161000000.0,-3499000000.0,-1538000000.0,-549000000.0,0.0,1062000000.0,372000000.0,2772000000.0,-3217000000.0,1238000000.0,0.0,0.0,847000000.0,-1132000000.0,-6155000000.0,2550000000.0,-2546000000.0,0.0,7000000.0,-6144000000.0,0.0,-4504000000.0,6657000000.0,11161000000.0,2772000000.0,-3217000000.0,-445000000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
232,TOL,Toll Brothers Inc. Common Stock,2020,3,35,1,2020-10-31,2545667000.0,1949473000.0,596194000.0,0.234199524132575,0.0,335623000.0,0.0,0.0,335623000.0,2285096000.0,0.0,22173000.0,289164000.0,0.1135906620936674,260571000.0,0.1023586352810481,6420000.0,266991000.0,0.1048805676469074,67674000.0,199317000.0,0.0782965721753866,1.57,1.55,127310000.0,128892000.0,1370944000.0,0.0,1370944000.0,109791000.0,7658906000.0,361904000.0,9501545000.0,421129000.0,0.0,0.0,0.0,430701000.0,0.0,712358000.0,1564188000.0,0.0,11065733000.0,411397000.0,0.0,198974000.0,0.0,731379000.0,1341750000.0,3958284000.0,493502000.0,0.0,344721000.0,4796507000.0,0.0,6138257000.0,1529000.0,5164086000.0,-7198000.0,-283182000.0,4875235000.0,11013492000.0,0.0,10578286000.0,9207342000.0,199317000.0,22173000.0,82976000.0,3690000.0,582626000.0,-3503000.0,477093000.0,0.0,23201000.0,-24260000.0,866522000.0,-34563000.0,-19576000.0,0.0,0.0,-187000.0,-54326000.0,-778525000.0,0.0,-184000.0,-13938000.0,790963000.0,-1684000.0,0.0,810512000.0,1396604000.0,586092000.0,866522000.0,-187000.0,831959000.0,4500.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
233,TPR,Tapestry Inc. Common Stock,2020,3,290,1,2020-09-26,1172200000.0,342000000.0,830200000.0,0.7082409145197065,0.0,0.0,0.0,0.0,628000000.0,970000000.0,19400000.0,51200000.0,256000000.0,0.2183927657396348,202200000.0,0.1724961610646647,-16800000.0,185400000.0,0.1581641358130012,-46300000.0,231700000.0,0.1976625149291929,0.84,0.83,276800000.0,277900000.0,1513900000.0,8500000.0,1522400000.0,366400000.0,811200000.0,145500000.0,2845500000.0,2445600000.0,1307100000.0,1377900000.0,2685000000.0,0.0,57300000.0,100000000.0,5287900000.0,0.0,8133400000.0,296000000.0,1052900000.0,38100000.0,0.0,432000000.0,1819000000.0,3328500000.0,0.0,87700000.0,368100000.0,3784300000.0,0.0,5603300000.0,2800000.0,-761000000.0,-76500000.0,3364800000.0,2530100000.0,8133400000.0,0.0,4381400000.0,2867500000.0,231700000.0,51200000.0,-67800000.0,14000000.0,-81200000.0,-29400000.0,-57500000.0,135100000.0,-1800000.0,-57900000.0,90000000.0,-26000000.0,0.0,-100000.0,200000.0,23900000.0,-2000000.0,-200000.0,0.0,0.0,0.0,-8200000.0,-8400000.0,8000000.0,87600000.0,1513900000.0,1426300000.0,90000000.0,-26000000.0,64000000.0,0.0,,50113.8152173913,50152.32138043478,148.1386956521739,890.3152173913044,899.4285543478261,2.6318260869565218
234,TPX,Tempur Sealy International Inc. Common Stock,2020,2,211,1,2020-06-30,665200000.0,399300000.0,265900000.0,0.3997294046903187,0.0,82400000.0,135100000.0,0.0,217500000.0,616800000.0,20600000.0,24300000.0,77300000.0,0.1162056524353577,53400000.0,0.0802766085387853,-20900000.0,32500000.0,0.0488574864702345,9400000.0,23000000.0,0.0345760673481659,0.11,0.11,206400000.0,208000000.0,146800000.0,0.0,146800000.0,341800000.0,258800000.0,198100000.0,945500000.0,744400000.0,757500000.0,633500000.0,1391000000.0,0.0,13600000.0,107400000.0,2256400000.0,0.0,3201900000.0,247100000.0,314700000.0,181600000.0,0.0,258300000.0,1001700000.0,1497200000.0,0.0,93000000.0,360300000.0,1950500000.0,0.0,2952200000.0,1000000.0,1779500000.0,-100000000.0,-1440300000.0,240200000.0,3192400000.0,0.0,1811900000.0,1665100000.0,23000000.0,24300000.0,-9600000.0,7500000.0,101400000.0,0.0,0.0,0.0,-56200000.0,8900000.0,155500000.0,-23200000.0,0.0,0.0,0.0,0.0,-23200000.0,-641900000.0,0.0,-200000.0,0.0,455400000.0,-186700000.0,4200000.0,-50200000.0,146800000.0,197000000.0,155500000.0,-23200000.0,132300000.0,9000.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
235,TRIP,TripAdvisor Inc. Common Stock,2020,2,77,2,2020-06-30,59000000.0,10000000.0,49000000.0,0.8305084745762712,0.0,94000000.0,54000000.0,32000000.0,180000000.0,190000000.0,7000000.0,32000000.0,-140000000.0,-2.372881355932204,-164000000.0,-2.7796610169491527,-15000000.0,-179000000.0,-3.0338983050847457,-26000000.0,-153000000.0,-2.593220338983051,-1.14,-1.14,134000000.0,134000000.0,698000000.0,0.0,698000000.0,129000000.0,0.0,26000000.0,853000000.0,322000000.0,837000000.0,95000000.0,932000000.0,41000000.0,6000000.0,95000000.0,1396000000.0,0.0,2249000000.0,13000000.0,25000000.0,3000000.0,38000000.0,170000000.0,249000000.0,700000000.0,0.0,13000000.0,375000000.0,1088000000.0,0.0,1337000000.0,0.0,509000000.0,-68000000.0,471000000.0,912000000.0,2249000000.0,0.0,725000000.0,27000000.0,-153000000.0,32000000.0,-6000000.0,25000000.0,-97000000.0,0.0,0.0,-25000000.0,-56000000.0,121000000.0,-78000000.0,-16000000.0,0.0,0.0,0.0,2000000.0,-14000000.0,-2000000.0,0.0,0.0,0.0,-7000000.0,-9000000.0,1000000.0,-100000000.0,698000000.0,798000000.0,-78000000.0,-16000000.0,-94000000.0,2596.0,,26741.42857142857,26039.981153846154,79.04887912087912,1372.7802197802198,1360.8492857142858,4.058054945054945
